Number	Movie_Title	Director1	Director2	Director3	Production_Company	Importer	Distributor1	Distributor2	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
3,640 	쇼핑걸	아넌드 터커			하이드파크엔터테인먼트	이십세기폭스코리아(주)	이십세기폭스코리아(주)		2006-04-28	일반영화	장편	미국	0	0	1125	0	1125							
3,641 	러블리 로즈	스테판 거져				(주)아펙스 엔터테인먼트	프리비젼엔터테인먼트		2008-11-06	일반영화	장편	베트남	5	7344000	1123	5529000	844							
3,642 	스티븐 시걸의 CIA	웨인 로즈				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-03-20	일반영화	장편	미국	5	2290000	1120	1800000	900							
3,643 	징기스칸 2014	안드레이 프로시킨				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-03-20	일반영화	장편	러시아	5	2285000	1120	1800000	900							
3,644 	철콘 근크리트	마이클 아리아스				스폰지	스폰지		2007-08-02	일반영화	장편	일본	1	0	1117	0	1117							
3,645 	클로즈드 노트	유키사다 이사오				㈜크래커픽쳐스	에이원엔터테인먼트		2011-04-14	일반영화	장편	일본	20	8322500	1117	4505000	581							
3,646 	신의 선물	문시현			(주)김기덕 필름		(주)김기덕 필름		2014-04-10	일반영화	장편	한국	5	9727600	1116	9157100	1047							
3,647 	다크 스페이스	로저 크리스찬				(주)메인타이틀픽쳐스	(주)미디어데이		2013-10-10	일반영화	장편	캐나다	5	5576000	1113	3806000	759							
3,648 	예고살인자	마이클 오블로위츠				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-05-08	일반영화	장편	미국	3	2575000	1112	1815000	900							
3,649 	단지 유령일 뿐	마틴 집킨스			아르떼	㈜세종커뮤니케이션스	㈜세종커뮤니케이션스		2009-03-19	일반영화	장편	독일	1	8052307	1107	7925000	1090							
3,650 	파우스트	데스 맥가너프				(주)인스터피씨엠	(주)인스터피씨엠		2012-06-19	일반영화	장편	미국	2	31358000	1101	28777000	1008							
3,651 	사샤	데니스 토도로빅				(주)수키픽쳐스	(주)수키픽쳐스		2013-03-14	일반영화	장편	독일	3	5500000	1100	2500000	500							
3,652 	오란고교 호스트부	칸 테츠				(주)수키픽쳐스	(주)수키픽쳐스		2013-03-14	일반영화	장편	일본	3	5500000	1100	2500000	500							
3,653 	락 앤 러브	데이빗 맥킨지				판씨네마㈜	판씨네마㈜		2012-08-30	일반영화	장편	영국	8	6592900	1099	4170900	694							
3,654 	18: 우리들의 성장 느와르	한윤선			따듯한 영화사		어뮤즈		2014-08-14	일반영화	장편	한국	15	8457000	1090	5194700	642							
3,655 	미녀들의 전쟁	빠트리스 르꽁트			고몽,까날 플러스,티피에스 스타	(주)케이앤엔터테인먼트	프리비젼엔터테인먼트		2010-06-24	일반영화	장편	프랑스	7	7975722	1088	3250500	418							
3,656 	노인과 바다	존 준커먼				(주)씨네펍	(주)키노아이디엠씨		2014-06-28	일반영화	장편	일본	1	2177000	1087	2177000	1087							
3,657 	페어리	도미니크 아벨	피오나 고든	브루노 로미		(주)씨타마운틴픽쳐스	(주)씨타마운틴픽쳐스		2012-12-20	일반영화	장편	프랑스	9	8318300	1087	6800300	867							
3,658 	프란체스코와 교황	치로 카펠라리				(주)피터팬픽쳐스	라인트리엔터테인먼트 		2012-05-17	일반영화	장편	독일	7	6045500	1087	1940000	294							
3,659 	행복한 울릉인	황석호			㈜MBC		(주)씨타마운틴픽쳐스		2010-02-25	일반영화	장편	한국	5	2841615	1085	2376000	994							
3,660 	리골레토	마이클 메이어				(주)인스터피씨엠	(주)인스터피씨엠		2013-09-28	일반영화	장편	미국	2	27397000	1082	24202500	947							
3,661 	듀엣	이상빈			(주)스테이지팩토리		(주)영화사 조제		2012-04-19	일반영화	장편	한국	10	7995000	1081	4587000	557							
3,662 	몬스터즈	가렛 에드워즈				씨네그루(주)다우기술	씨네그루(주)다우기술		2014-05-29	일반영화	장편	영국	20	6480000	1080	3420000	570							
3,663 	퍼니 게임	미카엘 하네케			셀룰로이드 드림즈	(주)스폰지이엔티	(주)스폰지이엔티		2009-10-08	일반영화	장편	미국	2	7724557	1080	7419000	1027							
3,664 	하쿠나 마타타 - 지라니 이야기	이창규			(주)이모션픽처스		(주)이모션픽처스		2010-12-09	일반영화	장편	한국	1	6000154	1080	6037000	1093							
3,665 	약탈자들	손영성			京子필름		(주)영화사구안		2009-06-18	일반영화	장편	한국	4	7265791	1071	6673000	968							
3,666 	스팽글리쉬	제임스 L. 브룩스			콜럼비아 픽쳐스 코포레이션,그라시에필름	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아		2005-04-22	일반영화	장편	미국	0	0	1070	0	1070							
3,667 	파프리카	곤 사토시				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2007-11-02	일반영화	장편	일본	1	0	1070	0	1070							
3,668 	닷핵퀀텀 : 숨겨진 몬스터의 비밀	타치바나 마사키				(유)조이앤컨텐츠그룹	팝엔터테인먼트		2011-08-18	일반영화	장편	일본	35	6960000	1067	2353000	324							
3,669 	알라마르	페드로 곤잘레즈-루비오				(재)전주국제영화제조직위원회	(주)영화사 진진		2011-05-19	일반영화	장편	멕시코	4	7971000	1065	6471000	806							
3,670 	오페라- 햄릿 (메트로폴리탄)	브라이언 라지			메트로폴리탄 오페라	(주)에이치엠엔	㈜메가박스		2010-06-12	일반영화	장편	미국	1	21085044	1064	20754000	1047							
3,671 	포화속의 우정	필립 카델바흐				미디어소프트	예지림엔터테인먼트		2014-02-27	일반영화	장편	독일	5	5348000	1064	1568000	224							
3,672 	더 이클립스	코너 맥퍼슨				㈜영화사 백두대간	㈜영화사 백두대간		2013-06-05	일반영화	장편	아일랜드	2	8070000	1057	6952000	842							
3,673 	시실리 : 피의 전쟁	카를로 푸스코				스크린조이	스크린조이		2014-08-20	일반영화	장편	미국	20	5072000	1056	790000	158							
3,674 	어느 비행사에 대한 추억	시시도 준				에이원엔터테인먼트	에이원엔터테인먼트		2013-05-16	일반영화	장편	일본	13	7564000	1056	6286000	857							
3,675 	크레이지 호스	프레데릭 와이즈만				알토미디어(주)	골든타이드픽처스(주)		2012-04-19	일반영화	장편	미국	4	8117000	1056	7003000	847							
3,676 	파리의 도둑고양이	장-루프 펠리시올리	알랭 가뇰			(주)피터팬픽쳐스	라인트리엔터테인먼트 		2012-04-26	일반영화	장편	프랑스	4	7863500	1056	6249000	836							
3,677 	인투 더 썬	밍크			아리에스,시네 바자,데스티네이션 필름	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아		2005-05-20	일반영화	장편	미국	0	0	1054	0	1013							
3,678 	즐거운 경찰	스티븐 헤렉			레볼루션 스튜디오,벨에어엔터테인먼트	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아		2005-07-15	일반영화	장편	미국	0	0	1046	0	1046							
3,679 	화이트 스톰	진목승				(주)메인타이틀픽쳐스	(주)미디어데이		2014-02-20	일반영화	장편	홍콩	6	6187000	1046	2863000	492							
3,680 	은밀한 가족	알렉산드로스 아브라나스				(주)엔케이컨텐츠	(주)엔케이컨텐츠		2014-04-10	일반영화	장편	그리스	5	8378000	1045	7836000	966							
3,681 	유신의 추억-다카키 마사오의 전성시대	이정황	김무삼	김태균	엠투		엠투		2012-11-22	일반영화	장편	한국	2	7137000	1043	3934000	554							
3,682 	공각기동대 S.A.C - Solid State Society	카미야마 켄지				씨너스엔터테인먼트(주)	㈜T-JOY,씨너스엔터테인먼트(주)		2013-05-23	일반영화	장편	일본	6	11777000	1036	9846000	857							
3,683 	부도리의 꿈(감독판)	스기이 기사부로				(주)미디어캐슬	(주)나이너스엔터테인먼트		2013-01-30	일반영화	장편	일본	2	7551000	1033	7551000	1033							
3,684 	짐승의 끝	조성희			한국영화아카데미		씨제이이앤엠(주)		2011-03-17	일반영화	장편	한국	1	7898000	1030	6880000	886							
3,685 	스파이더	데이빗 크로넨버그			캐피털 필름,Telefilm Canada	스펙트럼 디브이디	(주)동숭아트센터		2005-03-11	일반영화	장편	캐나다	0	0	1029	0	1029							
3,686 	에일리언 비키니	오영두			키노망고스틴		㈜인디스토리		2011-08-25	일반영화	장편	한국	10	7416400	1028	5631400	729							
3,687 	킥 오프	샤우캇 아민 코르키			엔에이치케이,나린 필름	㈜인디스토리	㈜인디스토리		2010-07-08	일반영화	장편	이라크	8	7457790	1025	5301200	712							
3,688 	렛 미 아웃	소재영	김창래		서울예술대학		㈜영화사 백두대간		2013-08-15	일반영화	장편	한국	10	7600000	1024	6645000	858							
3,689 	뮤직 네버 스탑	짐 콜버그				(주)드림웨스트픽쳐스	예지림엔터테인먼트		2011-10-27	일반영화	장편	미국	10	7398400	1023	4442400	547							
3,690 	스타쉽 트루퍼스2	필 티페트				콜럼비아트라이스타영화㈜	콜럼비아트라이스타		2004-06-25	일반영화	장편	미국	0	0	1023	0	1023							
3,691 	일대고수	더스틴 응유엔				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-02-27	일반영화	장편	베트남	4	2095000	1020	1600000	800							
3,692 	고갈	김곡			곡사		곡사,서울독립영화제		2009-09-03	일반영화	장편	한국	3	6594924	1019	5967500	920							
3,693 	그림자 애인	반원량				주식회사 루믹스미디어 	브릿지웍스 엔터테인먼트(주)		2013-04-25	일반영화	장편	중국	22	6546500	1013	2409000	390							
3,694 	트랜스아메리카	던컨 터커				인터비스앤파트너스(주)	인터비스앤파트너스(주)		2006-11-16	일반영화	장편	미국	0	0	1010	0	871							
3,695 	나쁜 피	강효진			(주)키노크러시		(주)팝엔터테인먼트		2012-11-01	일반영화	장편	한국	12	7233500	1008	1663000	209							
3,696 	자, 이제 댄스타임	조세영					주식회사 키노엔터테인먼트		2014-06-26	일반영화	장편	한국	2	6865000	1005	5757000	785							
3,697 	슈퍼 사이클론 스톰	리즈 애덤스				스크린조이	스크린조이		2014-08-27	일반영화	장편	미국	20	4462000	1004	770000	154							
3,698 	자이언트 몽키	브루스 데이비슨				(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹		2014-08-27	일반영화	장편	미국	20	4462000	1004	770000	154							
3,699 	메콩호텔	아핏차퐁 위라세타쿤					(재)영화의 전당		2014-02-13	일반영화	장편	영국	13	6458000	1001	3730000	502							
3,700 	할로우맨 2	클라우디오 파				소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아		2006-11-17	일반영화	장편	미국	0	0	1000	0	1000							
3,701 	엘리트 스쿼드 2	호세 파딜라					팝엔터테인먼트		2011-11-24	일반영화	장편	브라질	14	7200500	999	1634000	224							
3,702 	잃어버린 마법의 섬 홋타라케	사토 신스케					애니박스 엔터테인먼트		2011-01-02	일반영화	장편	일본	1	3356000	998	3356000	998							
3,703 	가면무도회	데이비드 알덴				(주)인스터피씨엠	(주)인스터피씨엠		2013-06-29	일반영화	장편	미국	2	25308000	996	23566500	934							
3,704 	변신	사노 도모키				미디어소프트	미디어소프트		2007-07-12	일반영화	장편	일본	0	0	996	0	845							
3,705 	감자심포니	전용택			택필름		(주)이모션픽처스		2009-12-10	일반영화	장편	한국	9	6102991	995	2741000	510							
3,706 	밀레니엄 : 제3부 벌집을 발로 찬 소녀	다니엘 알프레드슨				주식회사 루믹스미디어 	팝엔터테인먼트		2012-04-05	일반영화	장편	스웨덴	9	7682000	995	5142500	622							
3,707 	공각기동대 어라이즈 보더: 2 고스트 위스퍼스	키세 카즈치카				에이원엔터테인먼트	에이원엔터테인먼트		2013-12-12	일반영화	장편	일본	20	7424500	993	5969000	770							
3,708 	섹스, 거짓말 그리고 비디오 테이프	봉만대			(주)스넵쏘울,영화사뜰(주)		(주)스넵쏘울		2012-07-12	일반영화	장편	한국	9	6723500	993	5008000	746							
3,709 	토스카	루크 본디				(주)인스터피씨엠	(주)인스터피씨엠		2014-03-15	일반영화	장편	미국	2	22939500	993	21738000	951							
3,710 	설인	이사무엘			한국영화아카데미		씨제이 씨지브이(CJ CGV)(주)		2013-03-14	일반영화	장편	한국	6	7404500	988	6005500	793							
3,711 	황야의 마니투	미카엘 헤르비그			콘스탄틴 필름 프로덕션	㈜영화사 백두대간	㈜영화사 백두대간		2005-10-28	일반영화	장편	독일	0	0	986	0	986							
3,712 	목두기 비디오	윤준형			티엠오이엔터테인먼트		(주)동숭아트센터		2005-07-15	일반영화	장편	한국	0	0	984	0	984							
3,713 	무게	전규환			(주)트리필름		(주)넥스트엔터테인먼트월드(NEW)		2013-11-07	일반영화	장편	한국	2	7079500	981	5379500	706							
3,714 	오페라-아르미다 (메트로폴리탄)	게리 할버슨	메리 짐머만		메트로폴리탄 오페라	(주)에이치엠엔	㈜메가박스		2010-07-10	일반영화	장편	미국	1	19437171	981	19132000	965							
3,715 	소피 숄의 마지막 날들	마르크 로테문트			배이어리셔런드펑크	(주)스폰지이엔티	(주)스폰지이엔티		2006-06-22	일반영화	장편	독일	0	0	978	0	978							
3,716 	경계	장률			(주)지이십일엠		(주)스폰지이엔티		2007-11-08	일반영화	장편	한국	0	0	973	0	775							
3,717 	아야의 밤엔 사랑이 필요해	마거리트 어바우트	클레망 우브르리			(주)영화사 진진	(주)영화사 진진		2014-08-14	일반영화	장편	프랑스	11	7691600	973	5942100	707							
3,718 	신부와 편견	거린다 차다			Pathe Cinema	미디어 소소	미디어 소소		2005-04-02	일반영화	장편	영국	0	0	964	0	964							
3,719 	프랑스 다이어리	레이몽 드파르동	클로딘 누가레			찬란	찬란		2013-06-06	일반영화	장편	프랑스	1	7321000	964	6051000	776							
3,720 	체 게바라 : 뉴맨	트리스탄 바우에르				(주)피터팬픽쳐스	(주)피터팬픽쳐스		2012-11-29	일반영화	장편	쿠바	3	6157000	961	3334000	424							
3,721 	안드레아 보첼리: 러브 인 포르토피노	로버트 포스터				씨제이 씨지브이(CJ CGV)(주)	씨제이 씨지브이(CJ CGV)(주)		2013-05-08	일반영화	장편	영국	14	7681000	959	5255000	631							
3,722 	한나를 위한 소나타	마르쿠스 로젠뮐러				(주)컴퍼니엘	(주)컴퍼니엘		2013-10-24	일반영화	장편	독일	2	6118000	959	1720000	215							
3,723 	영건 탐정사무소	오영두			키노망고스틴,킹레코드		㈜인디스토리		2012-08-30	일반영화	장편	한국	17	7177000	957	5660000	739							
3,724 	디바이드	자비에 장			잉스팅크티브 필름	주식회사 루믹스미디어 	예지림엔터테인먼트		2012-05-10	일반영화	장편	미국	8	7293000	954	1130500	154							
3,725 	모테키: 모태솔로 탈출기	오오네 히토시				(주)엔케이컨텐츠	(주)미디어데이		2013-09-26	일반영화	장편	일본	6	4985000	954	4985000	954							
3,726 	마음	알랭 레네				스폰지	스폰지		2007-05-10	일반영화	장편	프랑스	1	0	948	0	948							
3,727 	여덟 번의 감정	성지혜			문 영화사		(주)스폰지이엔티		2010-09-30	일반영화	장편	한국	2	6605714	948	5768000	809							
3,728 	드랙퀸 가무단	제로 추				씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2005-07-08	일반영화	장편	대만	0	0	945	0	945							
3,729 	마린스키 발레 지젤 3D	발레리 게르기예프				(주)인스터피씨엠	(주)인스터피씨엠		2012-11-01	일반영화	장편	러시아	3	17467000	945	16727000	907							
3,730 	다 큰 여자들	토미나가 마사노리				(주)이모션픽처스	(주)이모션픽처스		2009-10-08	일반영화	장편	일본	2	6922426	943	6744000	914							
