Number	Movie_Title	Director1	Production_Company	Importer	Distributor1	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number
4090	뭘 또 그렇게까지	전계수	(주)디앤디미디어,(주)삼거리픽쳐스 		(주)스폰지이엔티	2010-04-29	일반영화	장편	한국	1	2572896	393	2042500	296
4091	네이키드 보이즈 싱잉	로버트 쉬록크	퍼니보이필름	(주)은석필림	(주)은석필림	2010-02-01	일반영화	장편	미국	1	2937146	392	2893000	386
4092	방콕 킥복서	토드 벨란카		스크린조이	스크린조이	2014-04-30	일반영화	장편	미국	5	1170000	392	270000	54
4093	고,보이즈!:마지막 잎새 사수 프로젝트	하나부사 츠토무		(주)에이브이에이엔터테인먼트	(주)씨타마운틴픽쳐스	2012-11-01	일반영화	장편	일본	5	3009000	391	2065000	251
4094	봉배도저	딩성		(주)케이알씨지	(주)케이알씨지	2013-12-18	일반영화	장편	중국	5	2110000	390	1100000	220
4095	완전범죄 프로젝트	애드리언 그런버그		스크린조이	스크린조이	2013-12-19	일반영화	장편	미국	5	2152000	390	1100000	220
4096	지젤	토아 프레이저		(주)토러스엔터테인먼트	(유)영화사 화수분  	2014-01-23	일반영화	장편	뉴질랜드	2	2678000	389	1912000	264
4097	카토 프로젝트	김정욱	(주)씨타마운틴픽쳐스		(주)씨타마운틴픽쳐스	2014-04-17	일반영화	장편	한국	3	1419000	388	915000	289
4098	미...마이셀프	퐁파트 와치라번종		(주)케이앤엔터테인먼트	프리비젼엔터테인먼트	2007-09-27	일반영화	장편	태국	1	0	387	0	387
4099	환타스틱 모던가야그머	최승호	에임하이픽처스		(주)씨타마운틴픽쳐스	2011-08-18	일반영화	장편	한국	8	2640500	387	1555000	206
4100	넥스트 제네레이션 패트레이버 2	오시이 마모루		(주)도키엔터테인먼트	(주)도키엔터테인먼트	2014-06-19	일반영화	장편	일본	1	1993000	386	1993000	386
4101	멜로	이로이	(주)플러스에프픽쳐스		(주)박수엔터테인먼트	2014-04-24	일반영화	장편	한국	13	2664500	385	1302000	186
4102	울프 앳 더 도어	페르난도 코임브라		㈜영화사 백두대간	㈜영화사 백두대간	2014-07-10	일반영화	장편	브라질	2	3168000	385	2846000	333
4103	이고르와 귀여운 몬스터 이바	안소니 레온디스		(주)케이알씨지	(주)키노아이디엠씨	2011-02-10	일반영화	장편	미국	8	2490500	383	144000	22
4104	스와핑 클럽	스티브 볼더슨		(주)컴퍼니엘	(주)컴퍼니엘	2013-08-22	일반영화	장편	미국	1	2285000	381	0	0
4105	마녀사냥꾼	알렉스 드 라 이글레시아		(주)도키엔터테인먼트	(주)도키엔터테인먼트	2014-04-10	일반영화	장편	스페인	5	1535000	380	0	0
4106	히노키오	아키야마 다카히코		(주)스폰지이엔티	(주)스폰지이엔티	2006-05-25	일반영화	장편	일본	0	0	380	0	380
4107	템페스트	로베르 르빠쥬		(주)인스터피씨엠	(주)인스터피씨엠	2013-05-18	일반영화	장편	미국	2	9899000	379	9066500	347
4108	나의 노래는	안슬기	씨알필름		㈜인디스토리	2008-04-24	일반영화	장편	한국	1	2325110	378	1969500	320
4109	지골라	로르 샤르팡티에			팝엔터테인먼트	2011-10-06	일반영화	장편	프랑스	6	2588500	377	1156000	146
4110	미드나잇 선	스콧 레베레히트		팁노트(주) 	어뮤즈	2013-08-08	일반영화	장편	미국	4	1870000	376	25000	3
4111	궤도	김광호	스튜디오느림보		스튜디오느림보	2008-07-11	일반영화	장편	한국	2	2264500	375	1949500	314
4112	댄스타운	전규환	(주)트리필름		(주)트리필름	2011-09-01	일반영화	장편	한국	4	2737000	375	2465500	331
4113	더 노즈	윌리엄 켄트리지		(주)인스터피씨엠	(주)인스터피씨엠	2014-02-22	일반영화	장편	미국	2	9187000	375	9020500	369
4114	폴리스 비트	로빈슨 드버		(주)이모션픽처스	(주)이모션픽처스	2006-09-08	일반영화	장편	미국	0	0	375	0	375
4115	서울	윤태용	(주)디앤디미디어,(주)삼거리픽쳐스 		(주)스폰지이엔티	2010-04-22	일반영화	장편	한국	2	2481968	374	1762000	238
4116	아스라이	김삼력	싸이더스 픽쳐스,동국대학교 		㈜인디스토리	2008-01-11	일반영화	장편	한국	1	2304500	373	1706500	272
4117	마지막 밥상	노경태	㈜기억속의매미		㈜기억속의매미	2008-04-11	일반영화	장편	한국	1	2410000	372	2410000	372
4118	은밀하게 음란하게	이세일	(주)케이알씨지		(주)케이알씨지	2014-04-10	일반영화	장편	한국	5	1160000	372	270000	54
4119	티스	밋첼 릭텐스타인		(유)마스엔터테인먼트코리아	(유)마스엔터테인먼트코리아	2009-01-15	일반영화	장편	미국	1	2389704	372	1672000	244
4120	페인트볼	다니엘 벤마요		스크린조이	스크린조이	2014-03-06	일반영화	장편	스페인	5	1160000	372	270000	54
4121	프락치	황철민	씨네굿		씨제이엔터테인먼트(주)	2005-05-20	일반영화	장편	한국	0	0	372	0	372
4122	라인의 황금	로베르 르빠쥬	메트로폴리탄 오페라	(주)에이치엠엔	(주)에이치엠엔	2010-12-18	일반영화	장편	미국	1	9159437	371	10002000	405
4123	스트릿 오브 블러드	찰스 윙클러		(주)동아수출공사	(주)인피니티엔터테인먼트 	2013-09-13	일반영화	장편	미국	2	1845000	369	1845000	369
4124	도망자	에릭 바레트		(주)포커스엔터테인먼트	(주)씨타마운틴픽쳐스	2012-01-26	일반영화	장편	프랑스	2	2658500	368	0	0
4125	물 없는 바다	김관철	D.K picture,서울종합예술학교		㈜인디스토리	2011-12-08	일반영화	장편	한국	2	2291000	367	2088000	329
4126	녹색의자 2013 - 러브 컨셉츄얼리	박철수	씨네힐		(주)씨타마운틴픽쳐스	2013-10-31	일반영화	장편	한국	4	2280000	366	2003000	321
4127	마마 고고	프리드릭 토르 프리드릭슨		(주)스폰지이엔티	(주)영화사 조제	2011-06-02	일반영화	장편	아이슬란드	1	2664000	366	2664000	366
4128	보호자	유원상	한국영화아카데미		CGV 무비꼴라쥬	2014-04-10	일반영화	장편	한국	3	3065500	364	2755500	329
4129	하이힐을 신은 여자는 위험하다	줄리 베나스라		오드	오드	2013-12-25	일반영화	장편	미국	6	2441000	364	1320000	162
4130	이방인들	최용석	필름문		(주)판다미디어	2012-05-10	일반영화	장편	한국	4	2025000	363	909000	133
4131	오프사이드	자파르 파나히		(주)스폰지이엔티	(주)스폰지이엔티	2006-06-08	일반영화	장편	이란	0	0	359	0	192
4132	카페 서울	타케 마사하루	(주)나이너스엔터테인먼트,레인디어 		(주)나이너스엔터테인먼트	2010-01-02	일반영화	장편	일본	1	2359647	359	2240600	337
4133	라운드 업	로젤린 보쉬		(주)드림웨스트픽쳐스	(주)팝엔터테인먼트	2013-05-16	일반영화	장편	프랑스	5	2383000	358	1980000	296
4134	인사이드 딥 스로트	랜디 바바토		미디어소프트	프리비젼엔터테인먼트	2006-01-12	일반영화	장편	미국	0	0	356	0	356
4135	귀신을 보는 눈: 동안	대니 팽		스크린조이	스크린조이	2014-04-24	일반영화	장편	홍콩	5	1115000	352	270000	54
4136	라이 위드 미 감독판	클레망 비고		(주)케이알씨지	(주)케이알씨지	2014-04-03	일반영화	장편	캐나다	5	1115000	352	270000	54
4137	강시: 리거모티스	주노 막		영화사 마농(주)	(주)팝엔터테인먼트	2014-05-22	일반영화	장편	홍콩	5	1635000	350	1040000	208
4138	낯선 사람에게서 전화가 올 때	사이먼 웨스트		소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2006-07-14	일반영화	장편	미국	0	0	350	0	350
4139	결혼식 후에	김윤철	(주)삼화네트웍스		씨제이엔터테인먼트(주)	2009-12-03	일반영화	장편	한국	9	2540904	347	1322000	186
4140	나이트 버스	다비드 마렝고		(주)케이앤엔터테인먼트	프리비젼엔터테인먼트	2008-05-22	일반영화	장편	이탈리아	1	2317500	347	2111500	307
4141	에르나니	피에그 루이기 사마라타니		(주)인스터피씨엠	(주)인스터피씨엠	2012-09-04	일반영화	장편	미국	2	9317500	346	8777500	328
4142	굿 우먼	마이크 베이커		㈜코리아스크린	(주)액티버스엔터테인먼트	2005-12-08	일반영화	장편	미국	0	0	345	0	345
4143	데블스 더블	리 타마호리		(주)토러스엔터테인먼트	㈜미로비젼	2013-06-13	일반영화	장편	미국	6	2173500	345	524000	77
4144	마태복음	피에르 파올로 파졸리니		태광필름	씨네마오병이어(주)	2005-09-01	일반영화	장편	이탈리아	0	0	344	0	503
4145	내부순환선	조은희	그린 핀치 픽쳐스		㈜인디스토리	2008-02-22	일반영화	장편	한국	1	2216500	342	2167500	334
4146	수호지-강호의 장청	류신의		(주)케이알씨지	(주)케이알씨지	2014-04-17	일반영화	장편	중국	5	1145000	342	270000	54
4147	어디로 갈까요?	진승현	(주)진진엔터테인먼트필름		(주)씨타마운틴픽쳐스	2013-05-16	일반영화	장편	한국	4	2231000	340	1217000	191
4148	나가요 미스콜	한동호			노바엔터테인먼트 	2014-03-13	일반영화	장편	한국	4	2018000	338	1478000	230
4149	모차르트 타운	전규환	(주)트리필름		(주)트리필름	2011-09-15	일반영화	장편	한국	4	2485500	338	2080500	277
4150	슬리핑 뷰티	이한나	(주)타임스토리 필름앤북스		(주)키노아이디엠씨	2008-10-23	일반영화	장편	한국	3	2109000	337	1076000	164
4151	라자레스쿠씨의 죽음	크리스티 푸이유		(주)이모션픽처스	(주)이모션픽처스	2008-03-06	일반영화	장편	루마니아	1	2272000	336	2272000	336
4152	정글피쉬2	김정환	KBS		(주)씨타마운틴픽쳐스	2011-03-03	일반영화	장편	한국	14	2439000	335	951000	124
4153	얼터드	에두아르드 산체스		스폰지	스폰지	2007-08-23	일반영화	장편	미국	0	0	333	0	42
4154	사랑의 유형지	츠루하시 야스오		(주)케이앤엔터테인먼트	프리비젼엔터테인먼트	2007-11-22	일반영화	장편	일본	0	0	331	0	223
4155	롤플레이2 : 동침	이광호	골든타이드픽처스(주)		골든타이드픽처스(주)	2013-11-21	일반영화	장편	한국	2	1400000	330	0	0
4156	블러드-C : 더 라스트 다크	시오타니 나오요시		얼리버드	골든타이드픽처스(주)	2013-02-14	일반영화	장편	일본	6	2361000	326	0	0
4157	애플시드	아라마키 신지		㈜스튜디오이쩜영	㈜스튜디오이쩜영	2007-11-22	일반영화	장편	일본	0	0	324	0	222
4158	푸른 강은 흘러라	강미자	(주)매직드림			2009-10-08	일반영화	장편	한국	3	1789770	323	1457000	266
4159	마약전쟁	두기봉		모비딕엔터테인먼트(주)	(주)미디어데이	2014-02-13	일반영화	장편	홍콩	1	2055000	322	1155000	172
4160	러브렉트	랜달 크레이저		㈜코리아스크린	실버스푼	2009-09-03	일반영화	장편	미국	1	2613041	321	2574000	316
4161	동자 대소동	남기남	(주)H.F.G엔터테인먼트		(주)H.F.G엔터테인먼트	2011-01-05	일반영화	장편	한국	10	2154000	319	1162000	168
4162	내 아내의 남자친구	후안 타라투토		크리스리픽쳐스인터내셔널(주)	크리스리픽쳐스인터내셔널(주)	2013-12-18	일반영화	장편	아르헨티나	1	2226000	318	2226000	318
4163	스콘드: 잔혹 불륜사	마크 존스		미디어브로스(주)	미디어브로스(주)	2013-11-14	일반영화	장편	미국	4	2545000	318	550000	110
4164	다운 인 더 밸리	데이빗 제이콥슨		미디어소프트	프리비젼엔터테인먼트	2007-11-01	일반영화	장편	미국	0	0	317	0	224
4165	이브의 유혹 - 그녀만의 테크닉	유재완	㈜화인웍스		㈜화인웍스	2007-08-20	일반영화	장편	한국	3	0	317	0	317
4166	이브의 유혹 - 좋은아내	곽정덕	㈜화인웍스		㈜화인웍스	2007-08-06	일반영화	장편	한국	3	0	316	0	316
4167	강을 건너는 사람들	김덕철	광정필름		(주)영화사 진진	2007-11-30	일반영화	장편	한국	0	0	315	0	302
4168	도서관 전쟁	사토 신스케		시네마천국(주)	(유)영화사 화수분  	2014-03-27	일반영화	장편	일본	4	2088000	314	1446000	198
4169	반달곰	이정홍			㈜인디스토리	2013-02-04	일반영화	장편	한국	1	1152000	313	658000	134
4170	아이 노우 유 노우	저스틴 케리건		(주)에스와이코마드	(주)씨타마운틴픽쳐스	2010-05-04	일반영화	장편	영국	1	2002439	313	1688000	260
4171	나쁜 여자	야마가 타카유키		(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹	2014-03-20	일반영화	장편	일본	5	1100000	312	270000	54
4172	캐산	키리야 카즈아키		무비센트	무비센트	2005-07-07	일반영화	장편	일본	0	0	312	0	147
4173	타임코드	피터 하이암스		(유)조이앤컨텐츠그룹	팝엔터테인먼트	2011-07-28	일반영화	장편	미국	1	2481000	312	2481000	312
4174	굿바이 초콜릿	버니 골드먼	그리네스트리트필름	㈜코리아스크린	실버스푼	2009-10-15	일반영화	장편	미국	1	2462796	311	2426000	306
4175	미션 13	다니엘 스탬		포커스엔터테인먼트	예지림엔터테인먼트	2014-04-24	일반영화	장편	미국	5	1260000	310	0	0
4176	화창한 그날들	방현준	비에이치제이 시네마		(주)씨네로닷컴	2014-03-14	일반영화	장편	한국	2	2030000	310	2030000	310
4177	알츠하이머 케이스	에릭 반 루이		미디어 소소	미디어 소소	2005-04-30	일반영화	장편	벨기에	0	0	309	0	309
4178	우리 엄마는 돌리파튼	타라 존스		(주)에이브이에이엔터테인먼트	(주)에이브이에이엔터테인먼트	2013-08-04	일반영화	장편	캐나다	2	623000	309	4000	2
4179	디셈버	박정훈	뎁스프로덕션		뎁스프로덕션	2014-02-20	일반영화	장편	한국	6	2043000	307	1346000	183
4180	약수터 부르스	손재명	반딧불필름 주식회사		롯데쇼핑㈜롯데시네마	2009-11-26	일반영화	장편	한국	3	2126351	305	810000	135
4181	그녀들의 방	고태정	한국영화아카데미		씨제이엔터테인먼트(주)	2009-03-12	일반영화	장편	한국	1	2007546	304	2185500	311
4182	도화선 무삭제 확장판	엽위신		스크린조이	스크린조이	2014-02-27	일반영화	장편	홍콩	5	1025000	302	270000	54
4183	화룡대결	임초현		모비딕엔터테인먼트(주)	(주)미디어데이	2014-01-09	일반영화	장편	홍콩	1	1510000	302	1510000	302
4184	같은 달을 보고 있다	후카사쿠 켄타		(주)이모션픽처스	(주)이모션픽처스	2007-12-19	일반영화	장편	일본	0	0	300	0	300
4185	아웃사이더	김문옥			(주)영화사 조은	2014-07-24	일반영화	장편	한국	1	600000	300	600000	300
4186	파라다이스	세르지오 마차도		라인트리엔터테인먼트 	라인트리엔터테인먼트 	2006-11-10	일반영화	장편	브라질	0	0	300	0	300
4187	이프 유 다이	이네 살림		세도나아이(주)	(주)팝엔터테인먼트	2012-08-09	일반영화	장편	프랑스	1	1528000	299	0	0
4188	홈 스위트 홈	문시현			이미지팩토리	2012-03-15	일반영화	장편	한국	5	2109500	297	1512500	196
4189	줄리아 엑스	P.J. 페티에트		(주)고맙습니다사랑합니다	(주)고맙습니다사랑합니다	2013-07-16	일반영화	장편	미국	3	827000	296	607000	251
4190	수호지-강철 보갑	황조권		(주)케이알씨지	(주)케이알씨지	2014-04-10	일반영화	장편	중국	5	986000	295	276000	57
4191	올모스트 차밍	필리페 를루슈		(주)스튜디오후크	(주)스튜디오후크	2013-11-29	일반영화	장편	프랑스	1	660000	295	660000	295
4192	이노센트 보이스	루이스 만도키		㈜스튜디오이쩜영	㈜스튜디오이쩜영	2008-08-28	일반영화	장편	멕시코	1	1770000	295	1182000	185
4193	샘터분식-그들도 우리처럼	태준식	가실,하비스트		시네마달	2009-11-26	일반영화	장편	한국	3	1837276	294	1446100	229
4194	생생활활	박철수	(주)캔들미디어,(주)프리콤프로덕션		팝엔터테인먼트	2013-03-21	일반영화	장편	한국	4	2343000	294	1008000	126
4195	쓰레기 시인	모하마드 아마디		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2006-09-21	일반영화	장편	이란	0	0	294	0	441
4196	라라 선샤인	김아론	라라픽쳐스		(주)푸른곰팡이필름	2009-10-22	일반영화	장편	한국	1	1861442	293	1841000	290
4197	브링 다운 더 하우스	아담 쉥크만	터치스톤 픽처스	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-02-27	일반영화	장편	미국	0	0	292	0	292
4198	필승必勝 Ver 2.0 연영석	태준식	가실		가실	2008-06-06	일반영화	장편	한국	1	1796500	292	1663500	269
4199	괜찮아, 정말 괜찮아	후지타 요스케	도호쿠신샤	위드시네마	(주)씨타마운틴픽쳐스	2010-05-20	일반영화	장편	일본	1	1810424	291	966000	130
